# thread 		 time (s)
1			0.690006
2			0.352066
3			0.237111
4			0.178866
5			0.143100
6			0.119900
7			0.135601
8			0.120739
9			0.107144
10			0.097875
11			0.089156
12			0.083256
13			0.104396
14			0.105972
15			0.109515
16			0.105011
17			0.103564
18			0.093886
19			0.091109
20			0.094485
21			0.089430
22			0.089582
23			0.088375
24			0.089430
25			0.092424
26			0.086492
27			0.087253
28			0.086934
29			0.085875
30			0.084067
31			0.086902
32			0.084608
33			0.084103
34			0.086546
35			0.084576
36			0.083039
37			0.084520
38			0.083911
39			0.082863
40			0.082680
41			0.082965
42			0.081859
43			0.083369
44			0.082946
45			0.082933
46			0.083999
47			0.083186
48			0.084079
49			0.084005
50			0.085219
51			0.083963
52			0.085381
53			0.083563
54			0.083849
55			0.085197
56			0.085248
57			0.083632
58			0.084623
59			0.084128
60			0.083734
61			0.082553
62			0.083786
63			0.082899
64			0.083288
65			0.083550
66			0.082271
67			0.081962
68			0.083845
69			0.083307
70			0.082359
71			0.081828
72			0.082714
73			0.083252
74			0.085212
75			0.083602
76			0.083427
77			0.082361
78			0.083213
79			0.082448
80			0.083010
81			0.081887
82			0.082933
83			0.082507
84			0.082447
85			0.084444
86			0.082595
87			0.081907
88			0.082562
89			0.082840
90			0.082264
91			0.082893
92			0.082686
93			0.082136
94			0.081664
95			0.083312
96			0.083468
97			0.083821
98			0.081790
99			0.081812
100			0.082107
101			0.082227
102			0.081875
103			0.082804
104			0.081974
105			0.082198
106			0.082403
107			0.083145
108			0.082145
109			0.082671
110			0.084029
111			0.081960
112			0.082589
113			0.081625
114			0.081677
115			0.084140
116			0.082075
117			0.081799
118			0.081598
119			0.082188
120			0.082429
121			0.082751
122			0.083147
123			0.082241
124			0.081386
125			0.081841
126			0.082076
127			0.082356
128			0.082145
129			0.081867
130			0.082727
131			0.082360
132			0.082814
133			0.084271
134			0.082772
135			0.083028
136			0.081848
137			0.082701
138			0.082549
139			0.082532
140			0.082270
141			0.082339
142			0.084046
143			0.082815
144			0.082453
145			0.084207
146			0.083961
147			0.082717
148			0.084182
149			0.082455
150			0.082498
151			0.082384
152			0.082587
153			0.082288
154			0.082382
155			0.082468
156			0.082383
157			0.082757
158			0.084099
159			0.084288
160			0.083600
161			0.082510
162			0.084306
163			0.082339
164			0.083676
165			0.082054
166			0.082193
167			0.082090
168			0.082753
169			0.082824
170			0.082611
171			0.082078
172			0.082538
173			0.082535
174			0.084029
175			0.083237
176			0.082055
177			0.082635
178			0.084807
179			0.083657
180			0.082276
181			0.082005
182			0.082039
183			0.083784
184			0.083326
185			0.083314
186			0.082279
187			0.081998
188			0.084250
189			0.082560
190			0.083009
191			0.083952
192			0.083336
193			0.082290
194			0.082143
195			0.082115
196			0.083812
197			0.082007
198			0.082701
199			0.083170
200			0.085166
201			0.082234
202			0.082707
203			0.082070
204			0.084137
205			0.083588
206			0.082537
207			0.083920
208			0.082680
209			0.083482
210			0.083112
211			0.082094
212			0.081919
213			0.082591
214			0.082243
215			0.082134
216			0.083108
217			0.082096
218			0.082267
219			0.084490
220			0.085283
221			0.085281
222			0.084297
223			0.081986
224			0.083729
225			0.084303
226			0.083893
227			0.082485
228			0.083843
229			0.082361
230			0.082796
231			0.083567
232			0.081966
233			0.081914
234			0.085283
235			0.085520
236			0.082287
237			0.082796
238			0.085538
239			0.083046
240			0.085031
241			0.085290
242			0.089621
243			0.083566
244			0.082845
245			0.083500
246			0.082343
247			0.082868
248			0.083192
249			0.081947
250			0.084452
251			0.082386
252			0.083704
253			0.083897
254			0.084874
255			0.083196
256			0.084001
257			0.083915
258			0.085572
259			0.082538
260			0.082358
261			0.084446
262			0.084868
263			0.088527
264			0.082095
265			0.083872
266			0.083734
267			0.086055
268			0.084828
269			0.085734
270			0.090931
271			0.088347
272			0.083629
273			0.084035
274			0.091222
275			0.087328
276			0.084108
277			0.086595
278			0.085154
279			0.086691
280			0.085787
281			0.085645
282			0.086285
283			0.086588
284			0.085553
285			0.085089
286			0.090491
287			0.085379
288			0.084575
289			0.088416
290			0.085376
291			0.085851
292			0.084444
293			0.084878
294			0.089338
295			0.086702
296			0.087459
297			0.084750
298			0.085679
299			0.091336
300			0.090115
301			0.097559
302			0.087021
303			0.087550
304			0.085922
305			0.087441
306			0.086092
307			0.084536
308			0.088814
309			0.087041
310			0.089609
311			0.085176
312			0.089377
313			0.086888
314			0.085026
315			0.089893
316			0.087874
317			0.085626
318			0.087440
319			0.085091
320			0.089061
321			0.092408
322			0.100917
323			0.088166
324			0.088812
325			0.089456
326			0.085766
327			0.085476
